Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",latitude,longitude,num_stops,num_stations,num_schools,num_restaurants,num_landmarks,total_transport
"3 Colville Crescent, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,560.0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,-38.0032377,145.1730668,0.0,0.0,4.0,0.0,0.0,0.0
"54 Phillip Drive, 
SUNBURY VIC 3429",SUNBURY,420.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,-37.569988,144.6949661,0.0,0.0,0.0,0.0,0.0,0.0
"11 Bonnor Street, 
SUNBURY VIC 3429",SUNBURY,420.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,-37.5973489,144.7015862,0.0,0.0,0.0,0.0,0.0,0.0
"19B Wentworth Drive, 
TAYLORS LAKES VIC 3038",TAYLORS LAKES,420.0,17071.0,924.6,44.9,11795.0,0.0,0.0,30.0,73.0,68.0,67.0,14.0,67.0,8.0,16.0,5296.0,574.0,39.0,412.0,559.0,62.0,225.0,-37.69508635,144.77917870148184,0.0,0.0,4.0,0.0,0.0,0.0
"1/7 Palm Street, 
THOMASTOWN VIC 3074",THOMASTOWN,420.0,20211.0,1376.3,39.4,12705.0,0.0,0.0,108.0,75.0,82.0,135.0,33.0,74.0,18.0,31.0,6731.0,847.0,515.0,350.0,2087.0,171.0,564.0,-37.6772402,145.0253848,0.0,0.0,11.0,0.0,0.0,0.0
"16/33 Woolton Avenue, 
THORNBURY VIC 3071",THORNBURY,420.0,19152.0,3832.5,37.2,13743.0,0.0,0.0,115.0,140.0,50.0,68.0,23.0,90.0,3.0,51.0,4470.0,2170.0,2366.0,396.0,3299.0,98.0,734.0,-37.761167,144.9975203,12.0,1.0,17.0,0.0,0.0,13.0
"9/12 Vilnius Way, 
TRUGANINA VIC 3029",TRUGANINA,420.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.8442274,144.7224531,0.0,0.0,7.0,0.0,0.0,0.0
"1/19 Westmeadows Lane, 
TRUGANINA VIC 3029",TRUGANINA,420.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.8423519,144.7190103,0.0,0.0,8.0,0.0,0.0,0.0
"6 Scotsburn Grove, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8965109,144.662474,0.0,1.0,8.0,0.0,0.0,1.0
"37 Richmond Crescent, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8952224,144.6554784,0.0,0.0,9.0,0.0,0.0,0.0
"28 Leafy Road, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.9226218,144.6270168,0.0,0.0,1.0,0.0,0.0,0.0
"2 Arthurdale Crescent, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.9108499,144.6014178,0.0,0.0,2.0,0.0,0.0,0.0
"37 Kasem Drive, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8798848,144.653279,0.0,0.0,4.0,0.0,0.0,0.0
"9 Jabiru Court, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8816456,144.6640878,0.0,0.0,6.0,0.0,0.0,0.0
"29 Nangiloc Crescent, 
WERRIBEE VIC 3030",WERRIBEE,420.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.9128726,144.6693512,0.0,0.0,4.0,0.0,0.0,0.0
"7A Birchmore Road, 
WOLLERT VIC 3750",WOLLERT,420.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,-37.6195072,145.0379546,0.0,0.0,2.0,0.0,0.0,0.0
"57 Stanmore Crescent, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,420.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,-37.8503548,144.5914822,0.0,0.0,0.0,0.0,0.0,0.0
"23 Anniversary Avenue, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,420.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,-37.85182535,144.58809774796254,0.0,0.0,0.0,0.0,0.0,0.0
"50 Swift Street, 
THORNBURY VIC 3071",THORNBURY,790.0,19152.0,3832.5,37.2,13743.0,0.0,0.0,115.0,140.0,50.0,68.0,23.0,90.0,3.0,51.0,4470.0,2170.0,2366.0,396.0,3299.0,98.0,734.0,-37.7650395,145.017069,0.0,0.0,13.0,0.0,0.0,0.0
"14/70 Canterbury Road, 
TOORAK VIC 3142",TOORAK,790.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8432666,145.0103739,6.0,0.0,12.0,0.0,0.0,6.0
"15 Cloth Road, 
YARRAVILLE VIC 3013",YARRAVILLE,790.0,15653.0,2785.2,37.2,11006.0,0.0,0.0,56.0,98.0,72.0,65.0,29.0,75.0,13.0,45.0,4727.0,1123.0,858.0,462.0,1991.0,55.0,572.0,-37.8224005,144.8889099,0.0,0.0,7.0,0.0,0.0,0.0
"126 Edward Street, 
BRUNSWICK VIC 3056",BRUNSWICK,795.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,-37.7744939,144.9671647,4.0,0.0,15.0,0.0,0.0,4.0
"14 Lelean Close, 
BUNDOORA VIC 3083",BUNDOORA,795.0,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,-37.7104868,145.0534943,4.0,0.0,6.0,0.0,0.0,4.0
"126 Moriah Street, 
CLAYTON VIC 3168",CLAYTON,795.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,-37.9293324,145.1289841,0.0,0.0,6.0,0.0,0.0,0.0
"1/4 Manoon Road, 
CLAYTON VIC 3168",CLAYTON,795.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,-37.9298026,145.1121421,0.0,0.0,6.0,0.0,0.0,0.0
"1/32 Dunoon Street, 
MURRUMBEENA VIC 3163",MURRUMBEENA,795.0,9471.0,3766.1,37.8,6581.0,0.0,0.0,16.0,57.0,56.0,44.0,13.0,38.0,3.0,19.0,1970.0,1105.0,1185.0,390.0,1321.0,36.0,400.0,-37.8937968,145.0669966,0.0,1.0,11.0,0.0,0.0,1.0
"212/83 Queensbridge Street, 
SOUTHBANK VIC 3006",SOUTHBANK,795.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"6/251 Brighton Road, 
ELWOOD VIC 3184",ELWOOD,430.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,-37.8780603,144.9933026,6.0,1.0,15.0,0.0,0.0,7.0
"9 Mossgiel Park Drive, 
ENDEAVOUR HILLS VIC 3802",ENDEAVOUR HILLS,430.0,25655.0,3252.0,78.9,16903.0,0.0,0.0,49.0,88.0,57.0,126.0,30.0,75.0,3.0,35.0,7893.0,1060.0,10.0,752.0,1496.0,90.0,303.0,-37.9688602,145.261497,0.0,0.0,0.0,0.0,0.0,0.0
"55/1 Jarama Boulevard, 
EPPING VIC 3076",EPPING,430.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6340412,145.0031696,0.0,0.0,4.0,0.0,0.0,0.0
"16 Campbell Street, 
EPPING VIC 3076",EPPING,430.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6503998,145.0324416,0.0,1.0,7.0,0.0,0.0,1.0
"8/19 Fletcher Street, 
ESSENDON VIC 3040",ESSENDON,430.0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,-37.755276,144.9198821,8.0,1.0,11.0,0.0,0.0,9.0
"109/1005 Mt Alexander Road, 
ESSENDON VIC 3040",ESSENDON,430.0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"11/42-50 Napier Crescent, 
ESSENDON VIC 3040",ESSENDON,430.0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1/1 Clara Street, 
FAWKNER VIC 3060",FAWKNER,430.0,14193.0,2791.3,34.8,8969.0,0.0,0.0,36.0,63.0,14.0,63.0,17.0,47.0,6.0,26.0,4386.0,861.0,25.0,380.0,1410.0,69.0,460.0,-37.7101466,144.9628614,0.0,0.0,9.0,0.0,0.0,0.0
"4/169 Wellington Street, 
FLEMINGTON VIC 3031",FLEMINGTON,430.0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,-37.7861008,144.9317846,9.0,1.0,15.0,47.0,6.0,10.0
"1 Bed 1 Bath/48 Cowper Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,430.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1 Bed 1 Bath/34 Cowper Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,430.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"10 Overton Road, 
FRANKSTON VIC 3199",FRANKSTON,430.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1302057,145.131636,0.0,0.0,5.0,0.0,0.0,0.0
"1/168 Cranbourne Road, 
FRANKSTON VIC 3199",FRANKSTON,430.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1456382,145.1263804,0.0,1.0,7.0,0.0,0.0,1.0
"3/195 Beach Street, 
FRANKSTON VIC 3199",FRANKSTON,430.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1433359,145.1340071,0.0,0.0,6.0,0.0,0.0,0.0
"266 Bell Street, 
COBURG VIC 3058",COBURG,420.0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,-37.7413992,144.968021,7.0,1.0,13.0,0.0,0.0,8.0
"3 Creighton Way, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,420.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5774948,144.9355349,0.0,0.0,5.0,0.0,0.0,0.0
"19/1 Brunswick Crescent, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,420.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5940898,144.9175263,0.0,0.0,6.0,0.0,0.0,0.0
"34 Bridgewater Road, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,420.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.6062496,144.9285633,0.0,0.0,7.0,0.0,0.0,0.0
"4/203-205 South Gippsland Highway, 
CRANBOURNE VIC 3977",CRANBOURNE,420.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"961A Ballarat Road, 
DEER PARK VIC 3023",DEER PARK,420.0,18230.0,2257.1,35.3,11941.0,0.0,0.0,55.0,47.0,29.0,91.0,10.0,54.0,3.0,9.0,5721.0,810.0,55.0,350.0,1717.0,174.0,430.0,-37.769919,144.7731565,0.0,0.0,4.0,0.0,0.0,0.0
"170 Neale Road, 
DEER PARK VIC 3023",DEER PARK,420.0,18230.0,2257.1,35.3,11941.0,0.0,0.0,55.0,47.0,29.0,91.0,10.0,54.0,3.0,9.0,5721.0,810.0,55.0,350.0,1717.0,174.0,430.0,-37.7516439,144.7688206,0.0,0.0,8.0,0.0,0.0,0.0
"21B Lilly Pilly Avenue, 
DOVETON VIC 3177",DOVETON,420.0,12061.0,2322.3,34.2,8095.0,0.0,0.0,62.0,20.0,11.0,76.0,11.0,27.0,3.0,42.0,3679.0,939.0,15.0,320.0,1679.0,173.0,208.0,-37.9935159,145.2433462,0.0,0.0,4.0,0.0,0.0,0.0
"27 Corey Avenue, 
DROMANA VIC 3936",DROMANA,420.0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,-38.3326469,144.9815256,0.0,0.0,0.0,0.0,0.0,0.0
"11/32 Gardenia Road, 
ELSTERNWICK VIC 3185",ELSTERNWICK,420.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"9 Orsino Place, 
BERWICK VIC 3806",BERWICK,530.0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,-38.0426741,145.3295572,0.0,0.0,0.0,0.0,0.0,0.0
"20 Juliet Way, 
BERWICK VIC 3806",BERWICK,530.0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,-38.0706063,145.3597642,0.0,0.0,0.0,0.0,0.0,0.0
"25 Royal Road, 
BRAYBROOK VIC 3019",BRAYBROOK,530.0,19361.0,2586.9,34.1,14063.0,0.0,0.0,101.0,91.0,43.0,105.0,30.0,93.0,0.0,77.0,3748.0,3404.0,799.0,350.0,3131.0,182.0,675.0,-37.793986,144.8449264,0.0,0.0,9.0,0.0,0.0,0.0
"1/17 Sydney Road, 
BRUNSWICK VIC 3056",BRUNSWICK,530.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,-37.760734,144.9632159,6.0,1.0,10.0,0.0,0.0,7.0
"447A Sydney Road, 
BRUNSWICK VIC 3056",BRUNSWICK,530.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,-37.760734,144.9632159,6.0,1.0,10.0,0.0,0.0,7.0
"3/17 Sydney Road, 
BRUNSWICK VIC 3056",BRUNSWICK,530.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,-37.760734,144.9632159,6.0,1.0,10.0,0.0,0.0,7.0
"303/72 Galileo Gateway, 
BUNDOORA VIC 3083",BUNDOORA,530.0,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,-37.7097113,145.0503163,5.0,0.0,7.0,0.0,0.0,5.0
"13/20 Grange Road, 
CARNEGIE VIC 3163",CARNEGIE,530.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,-37.88121,145.049582,0.0,0.0,10.0,0.0,0.0,0.0
"11 Reigate Street, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,530.0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,-37.7441096,144.7263019,0.0,0.0,4.0,0.0,0.0,0.0
"20 Carisbrook Circuit, 
TRUGANINA VIC 3029",TRUGANINA,530.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.8371457,144.709688,0.0,0.0,5.0,0.0,0.0,0.0
"7 Bighorn Road, 
TRUGANINA VIC 3029",TRUGANINA,530.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.7608088,144.6943119,0.0,0.0,0.0,0.0,0.0,0.0
"9 Seed Ave, 
TRUGANINA VIC 3029",TRUGANINA,530.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.8208602,144.7133863,0.0,0.0,1.0,0.0,0.0,0.0
"8/1 Queens Court, 
WERRIBEE VIC 3030",WERRIBEE,530.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8962234,144.6735494,0.0,0.0,8.0,0.0,0.0,0.0
"19 Wistow Chase, 
WOLLERT VIC 3750",WOLLERT,530.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,-37.6162192,145.0022709,0.0,0.0,2.0,0.0,0.0,0.0
"6 Pavilion Boulevard, 
WOLLERT VIC 3750",WOLLERT,530.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,-37.6167741,145.0180522,0.0,0.0,4.0,0.0,0.0,0.0
"3/191 Carinish Road, 
CLAYTON VIC 3168",CLAYTON,535.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,-37.9293956,145.1273628,0.0,0.0,7.0,0.0,0.0,0.0
"10 Canyon Avenue, 
CLYDE VIC 3978",CLYDE,535.0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,-38.1188728,145.3258358,0.0,0.0,0.0,0.0,0.0,0.0
"30 Cerridwen Street, 
EPPING VIC 3076",EPPING,535.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6222748,144.9952707,0.0,0.0,2.0,0.0,0.0,0.0
"802B/2 Wests Road, 
MARIBYRNONG VIC 3032",MARIBYRNONG,535.0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1/10-12 Anderson Road, 
THORNBURY VIC 3071",THORNBURY,520.0,19152.0,3832.5,37.2,13743.0,0.0,0.0,115.0,140.0,50.0,68.0,23.0,90.0,3.0,51.0,4470.0,2170.0,2366.0,396.0,3299.0,98.0,734.0,-37.7540579,144.9813457,2.0,0.0,11.0,0.0,0.0,2.0
"7/4 Lambert Road, 
TOORAK VIC 3142",TOORAK,520.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8472543,145.0105061,6.0,1.0,15.0,0.0,0.0,7.0
"3/74 Mathoura Road, 
TOORAK VIC 3142",TOORAK,520.0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,-37.8470916,145.0070764,7.0,0.0,16.0,0.0,0.0,7.0
"2 Corvo Drive, 
TRUGANINA VIC 3029",TRUGANINA,520.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.7514606,144.6823813,0.0,0.0,0.0,0.0,0.0,0.0
"157 Clara Avenue, 
TRUGANINA VIC 3029",TRUGANINA,520.0,38668.0,6433.6,91.8,26146.0,0.0,0.0,58.0,153.0,77.0,277.0,45.0,172.0,30.0,316.0,10431.0,978.0,40.0,1174.0,3216.0,130.0,1032.0,-37.7680782,144.6907414,0.0,0.0,0.0,0.0,0.0,0.0
"5 Fisher Court, 
WERRIBEE VIC 3030",WERRIBEE,520.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,-37.8817197,144.6713438,0.0,0.0,9.0,0.0,0.0,0.0
"9 Lanoma Court, 
WHEELERS HILL VIC 3150",WHEELERS HILL,520.0,20854.0,1997.6,47.9,11714.0,0.0,0.0,16.0,196.0,145.0,116.0,39.0,80.0,3.0,49.0,6615.0,493.0,837.0,481.0,963.0,35.0,276.0,-37.9204347,145.1781562,0.0,0.0,9.0,0.0,0.0,0.0
"2203/1 Balston Street, 
SOUTHBANK VIC 3006",SOUTHBANK,520.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8258831,144.962071,14.0,0.0,8.0,434.0,36.0,14.0
"1106/245 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,520.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"9/18 Watt Street, 
SPRINGVALE VIC 3171",SPRINGVALE,520.0,35275.0,4822.8,73.8,24219.0,0.0,0.0,51.0,139.0,72.0,248.0,38.0,233.0,11.0,47.0,8843.0,2242.0,955.0,711.0,3856.0,439.0,1078.0,-37.9441297,145.1525908,0.0,0.0,11.0,0.0,0.0,0.0
"123 Conrad Street, 
ST ALBANS VIC 3021",ST ALBANS,520.0,38516.0,6016.5,73.30000000000001,25443.0,0.0,0.0,85.0,119.0,44.0,202.0,19.0,122.0,14.0,40.0,10617.0,2344.0,1412.0,653.0,4479.0,399.0,1399.0,-37.734014,144.8052126,0.0,0.0,10.0,0.0,0.0,0.0
"512/11-15 Wellington Street, 
ST KILDA VIC 3182",ST KILDA,520.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,,,0.0,0.0,0.0,0.0,0.0,0.0
